,语料ID,产品名称,内容,年份,sn_ner,hb_ner
518,景区评论-2058,高州仙人洞景区,"仙人洞，你知多少 仙人洞景区位于广东茂名高州市的东北部，座落在“粤西第一峰”之称的大田顶南麓，高州首家国家4A级旅游景区，广东省休闲农业和乡村旅游示范点，茂名市十大美丽乡村，是南国避暑圣地和原生态旅游目的地,“绿野、净土、仙人家”是其真实的写照。 仙人洞是有名的“空调村”，由于地广人稀，自然生态保存良好，森林密布，空气清新，7.4强碱水质优良，冷暖气流交汇，冬暖夏凉，夏季气温20—29之间，负离子含量非常高，是一个天然的大氧吧、理想的康养避暑度假圣地。 高州仙人洞景区成为国家4A级旅游景区，经过了全面的升级和改造，将为广大游客提供更优质的服务与舒适的体验。 1 禾雀花广场区： 客服中心、玉花小径、百瀑梯、溪谷人家、摇摆桥、雀花舞台、牛马神石、第一禾雀花观赏区、帐蓬露营、自助烧烤、飞来瀑、神龟等。 2 天河谷景区： 溯溪探险，仙龟潭、一线天瀑布、千米观瀑栈道、仙女瀑、彩虹瀑（网红瀑布）、腾龙瀑、飞天瀑、5D玻璃桥、天河大瀑布、青云直上、仙湖美食街、天空之镜、飞仙秋千、第二禾雀花观赏区（水云长廊）、竹海大观、竹海滑道、空中漂流等。 3 仙人洞  避暑胜地： -泼水狂欢 避暑泼水节将于近期内举办，留意更新动态。 下午两点到四点举办泼水狂欢，由来自云南佤族的远方朋友带来特色的泼水，以水勺和水枪作为主要泼水工具，还有主持人在现场配合音乐带来互动。 小提示：参与泼水请提前自备衣服可更换，或自备相应的泳具或防水镜之类（弹性依据自己所需而准备），另外景区现场也提供泼水节衣服出售。 重要提示：要尽情玩耍，请自备多一整套可更换的衣服喔！！ 4 仙人洞山庄： 农家美食、避暑民宿（住宿、会议）、仙人洞高山农场(高山黄牛、走地鸡、清水鸭、瘦身鱼)等，是一个集观赏性、参与性、休闲性康养于一体的综合性旅游度假区。 5 仙人洞禾雀广场烧烤露营/篝火晚会： 篝火晚会 由云南佤族带来篝火晚会表演与互动，大自然的怀抱中嬉戏，可以向朋友尽情倾诉生活琐事，在这个怡人的夜晚里， 你都可以尽情的放松你的身心，抛开琐碎的思绪 禾雀花广场烧烤露营点 在星空的环抱下，在露营点架着三脚架，用星轨模式拍星空，美极了。睡一晚呼吸着负离子的空气，心情舒畅多了。 清凉的夜景，搭配烧烤的仪式感，适合团建、露营情侣、团体&个人聚会。 地址：广东省高州市深镇镇仙人洞村 路线：导航搜索 高州市仙人洞 即可获取更详细路线 注意：仙人洞位于深山中，中途道路弯曲，请安全平稳驾车乘坐。",2021,"{'仙人洞高山农场', '牛马神石', '客服中心', '网红瀑布', '禾雀花广场', '空中漂流', '仙人', '腾龙瀑', '仙人洞景区', '彩虹瀑', '深山', '竹海滑道', '高州仙人洞景区', '禾雀花观赏区', '田顶', '禾雀花广场区', '玉花小径', '仙湖美食街', '南国', '仙人洞禾雀广场', '仙人洞山庄', '仙人洞', '粤西', '天河谷景区', '仙龟潭', '仙女瀑', '竹海大观', '大', '一线天瀑布', '百瀑梯', '溪谷人家', '摇摆桥', '5D玻璃', '露营', '天河大瀑布', '雀花舞台', '飞天瀑'}","{'仙人洞', '粤西', '仙人洞村'}"
519,景区评论-2059,西江温泉度假村,还好吧，设备简陋，有机会再来啦,2021,set(),set()
520,景区评论-2060,南国热带花园,市区最好免费公园，停车也方便，健身欣赏景色都不错,2021,set(),set()
521,景区评论-2061,沙扒湾,傍晚到的沙扒湾，海景不错，很闲适 拿着一杯奶茶，缓缓踩在沙滩的细沙上，海水扑哧在脚上，海风迎面吹来，摘下眼镜，享受片刻的静谧,2021,{'沙扒湾'},{'沙扒湾'}
522,景区评论-2062,特呈岛,不是第一次去了，这次和朋友一起去，还是吃了那家面对海滩的餐厅。风景依旧是那么秀丽，非常有度假的氛围。岛上也没有什么交通工具，要么坐观光车，要不然租辆小电动开开，十分惬意。,2021,set(),set()
523,景区评论-2063,闸坡大角湾,大海很蓝天空也美，里头的沙滩也细腻，就是门票有点小贵，性价比不是高，喜欢玩水大海的带上一家子来度假还是不错的。,2021,set(),set()
524,景区评论-2064,御水古温泉旅游度假区,茂名探店——最美民宿：云开畔溪 仙人洞附近的一个低调但是高质量的民宿——云开畔溪。 老板还是很讲究质量的，全屋地暖全套法茵莎卫浴，整体装修都挺有质感，以原木为主，卫生很好！ 我们是一群好朋友约着出游，所以是一起包了两栋民宿，这是其中一栋。 收费：每间房是800元，含早餐，晚餐，吃的都是农家鸡、老板娘自己种的超甜的番薯，高州捞粉，艾籺等等，味道不错！ tips：可以自己买好烧烤的东西过去，晚上可以一边看星星一边烧烤。 预订方法：暂时好像还没有开放平台预订，我们都是直接找到了老板娘的微信来预订的。 注意事项：山里有点冷，带好衣服。蚊虫多，带好蚊怕水。 玩乐：夏天可以带上泳衣溯溪鞋下去溪水里戏水，冬天就安安静静看日出日落，听听虫鸣鸟叫，已经很惬意了。 对了，附近的仙人洞景区也值得一去，十分推荐顺路去玩，游玩时间大约需要3-4个小时，就可以了，可以安排在回程的时候。 交通：茂名市区到民宿大约两个半小时,2021,"{'茂名探店——最美民宿', '云开畔溪', '仙人洞', '云开畔溪。', '仙人洞景区'}",{'仙人洞'}
525,景区评论-2065,放鸡岛生态旅游国际度假区,有人去开发了，现在还行吧，不太有名。,2021,set(),set()
526,景区评论-2066,特呈岛,方便快捷。,2021,set(),set()
527,景区评论-2067,闸坡大角湾,不错，下次继续去玩。,2021,set(),set()
528,景区评论-2068,广东海上丝绸之路博物馆,携程周三满减买，又银行卡减免了点，每张大概59，性价比还是可以的。馆内虽然展品不算种类繁多，但是介绍打捞及方法及古代沉船的可能等内容都挺细致的，乃至于出土时夹带的贝壳种类都介绍的很细。外面是十里银滩，风景很棒，沙滩也很干净，就是当时很热，没有下去感受一下，有点可惜。,2021,{'携程'},set()
529,景区评论-2069,鼎龙湾德萨斯水世界,性价比不高，里面的设施也比较简陋，项目也不是很多，其中还有几个项目在检修中。游玩当天太阳太大，可以乘凉的地方也不多，总之以后不会再来，没意思。,2021,set(),set()
530,景区评论-2070,特呈岛,度假村的码头过来很近院子坐得很舒服一出门口就是 西面的大海日落时间就能看到日落房间的价格也是非 常合适我这种懒人最喜欢的还是客房服务@东西都 能送房上至少我一个人呆着的时候极好的解决了早餐 和午餐的问题岛不大慢慢走挺好的英姐服务很好可以说是有求必应了。加了商家微信之后也发了很仔细的岛上指南。这个望海楼的牛腩面是真的不错朋友来之前只有我一 个人的时候吃了超级多哈哈看看海吹吹海风走一走然后拥抱一下新的开始如何?,2021,{'望海楼'},set()
531,景区评论-2071,茂名森林公园,'整体感觉可以，有小动物看,2021,set(),set()
532,景区评论-2072,鼎龙湾德萨斯水世界,挺好玩的，风景优美，价格实惠住了一晚海景房一流。入口处还有个瓮窑鸡店味道很棒，白天在店里吃了，晚上还点鸡鸡外卖，满足,2021,set(),{'瓮窑鸡店'}
533,景区评论-2073,茂名森林公园,一般般，除了门票其它都贵的很,2021,set(),set()
534,景区评论-2074,闸坡大角湾,沙不是很清，但水上项目较多，关键这个票含了水上乐园门票，孩子玩得挺开心。,2021,set(),set()
535,景区评论-2075,鼎龙湾德萨斯水世界,性价比高，游玩项目也不少。,2021,set(),set()
536,景区评论-2076,沙扒湾,吃海鲜、特产，鱿鱼丝，还有炸番薯，都挺好的，就是没有大沙滩可以玩,2021,set(),{'大沙滩'}
537,景区评论-2077,放鸡岛生态旅游国际度假区,如果价格可以降低性价比高是可以出行的,2021,set(),set()
538,景区评论-2078,御水古温泉旅游度假区,感觉很好的,2021,set(),set()
539,景区评论-2079,鼎龙湾欢乐海岸,夏天与海滩真是绝配。晚上的鼎龙湾让人感觉分外舒服。饭后在海边吹吹海风散散步是件多么惬意的事情。 走累了还可以到游乐场的回旋木马坐一坐，回忆一下童年。 有时候就需要有那么几分钟回望过去，那份快乐那份甜蜜会给予当下的你更多前进的动力。,2021,{'鼎龙湾'},{'鼎龙湾'}
540,景区评论-2080,御水古温泉旅游度假区,性价比很高，但是温泉还行，地方很大，人也不多，但是水很烫，很多池子都没办法泡，儿童池烫的能脱毛！工作人员很少，不主动，基本自助！最草率的地方是烘干的毛巾居然都不叠直接塞到柜子里，看起来觉得是人家换下来的。,2021,set(),set()
541,景区评论-2081,海陵岛红树林国家湿地公园,蓝天白云风景如画。,2021,set(),set()
542,景区评论-2082,霞山观海长廊,海边的景色非常好看，欣赏完美景去海滨市场买新鲜的海鲜，去酒店代加工，很快就可以吃到新鲜味美的海鲜了！有美景，有美食，不虚此行！,2021,set(),{'海滨市场'}
543,景区评论-2083,冼太夫人故里文化旅游区,唯用一好心，红色基地个人觉得应该免费,2021,set(),set()
544,景区评论-2084,御水古温泉旅游度假区,感觉非常好,2021,set(),set()
545,景区评论-2085,御水古温泉旅游度假区,泡温泉的体验，堪比新兴禅泉温泉度假区，环境良好也可以媲美五星级酒店，应该说，亲子游玩首选地。但遗憾的是，通往酒店的村道，有些路段坑坑洼洼，下雨天不是太好走，甚至会磕轿车底盘。,2021,{'新兴禅泉温泉度'},set()
546,景区评论-2086,鼎龙湾德萨斯水世界,玩还可以，但是储物柜要30元一个，真的太不应该。门费都这么贵了，进去还要钱。,2021,set(),set()
547,景区评论-2087,茂名森林公园,***,2021,set(),set()
548,景区评论-2088,放鸡岛生态旅游国际度假区,岛上没什么设施，冲着潜水去的，真心建议没必要住宿，当日来回好了,2021,set(),set()
549,景区评论-2089,御水古温泉旅游度假区,朋友出行，聚聚的好去处,2021,set(),set()
550,景区评论-2090,镇隆古城,就这？村中城吧？感觉不好，乱乱的、破破的，令人遗憾。好在是不收门票费的。,2021,set(),set()
551,景区评论-2091,庐山村,不一样的玩法，游九江庐山和白鹿洞书院！ 本内容来自一点资讯一点号 (滢萱),2021,"{'游九江庐山', '白鹿洞书院'}","{'庐山', '白鹿洞书院'}"
552,景区评论-2092,放鸡岛生态旅游国际度假区,往返船票，人性化。,2021,set(),set()
553,景区评论-2093,中国第一滩旅游度假区,虽然不比三亚、银滩，更不可能对比马代，但已经算是很长的海岸线了，这些年整治环境应该成效还是有的，性价比稍低了点 ，但不影响。,2021,"{'三亚', '银滩'}","{'三亚', '银滩'}"
554,景区评论-2094,茂名森林公园,我们那天去是雨后空气非常清新,2021,set(),set()
555,景区评论-2095,鼎龙湾德萨斯水世界,很好很开心,2021,set(),set()
556,景区评论-2096,中国第一滩旅游度假区,中国第一滩旅游度假区不收门票的哦，但是风景很不错的,2021,set(),set()
557,景区评论-2097,古郡水城,一点都不好玩，工作人员服务态度也不好,2021,set(),set()
558,景区评论-2098,鼎龙湾德萨斯水世界,带老婆和儿子去，中央冲浪区一个胖子态度很差！我进去忘了脱鞋，他让我脱鞋，我说好，才刚脱了，准备弯腰去拿起来，他就很不耐烦的说把鞋放到那边的架子上！我当然知道啊！你有必要那么不耐烦吗？提示一下不就行？你什么态度？我立马严肃的表情跟他说:“我！知！道！不用你话说”！以后也不会再去！！！,2021,{'中央冲浪区一个胖子'},{'中央冲浪区'}
559,景区评论-2099,茂名森林公园,儿童游乐园项目不够,2021,set(),set()
560,景区评论-2100,放鸡岛生态旅游国际度假区,出海像偷渡一样，完全没有旅游感觉，大摩托艇,2021,set(),set()
561,景区评论-2101,湛江红嘴鸥游船,景色不错，能看到各色的军舰，有讲解，不错。对比原价就有点贵了。,2021,set(),set()
562,景区评论-2102,鼎龙湾德萨斯水世界,一般般啦！,2021,set(),set()
563,景区评论-2103,放鸡岛生态旅游国际度假区,放鸡岛生态旅游国际度假区是一个独立的小岛,2021,{'放鸡岛'},{'鸡岛'}
564,景区评论-2104,御水古温泉旅游度假区,没有点心水果之类的，夏天去时水太热泡不了，买票时显示多了一个大象喷泉价格就贵一点，水质一般。,2021,set(),set()
565,景区评论-2105,石根山,大自然的风景，有缆车，有人工爬梯，高山自然风夷,2021,set(),set()
566,景区评论-2106,霞山观海长廊,湛江市霞山区的霞山观海长廊风景优美,2021,"{'霞山区', '霞山观海长廊'}","{'霞山区', '霞山观海长廊'}"
567,景区评论-2107,冼太夫人故里文化旅游区,宣传方式不对。有点名过其实。氏族文化代表。,2021,set(),set()
568,景区评论-2108,放鸡岛生态旅游国际度假区,这次去浪漫海岸选择了浪漫海岸度假酒店，前台温基梅小姐姐服务热情周到，笑容灿烂，遇到问题马上帮忙解决。很棒哦！加油！,2021,"{'浪漫海岸度假酒店', '浪漫海岸'}","{'浪漫海岸度假酒店', '浪漫海岸'}"
569,景区评论-2109,湖光岩,去过海南的另一半雷琼地质公园，那边更具有科普性和趣味性。湛江这个，很美，绿树成荫，湖水蓝蓝，天也蓝蓝，很舒服。有小火车接送，很方便不坐车步行也很棒棒。就是博物馆，地震馆都是照片展示那种，感觉缺乏一种互动性和真实感，一部分景点也没有开放。整体还是很棒的。,2021,"{'雷琼地质公园', '地震馆'}",{'雷琼地质公园'}
